0.000000000000000000e+00,3.853000000000000000e+03,3.838150000000000091e+03,3.141039999999999832e+00,3.838150000000000091e+03,3.141039999999999832e+00
1.000000000000000000e+00,3.903000000000000000e+03,3.888400000000000091e+03,4.505889999999999951e+00,3.888400000000000091e+03,4.505889999999999951e+00
2.000000000000000000e+00,3.939000000000000000e+03,3.924519999999999982e+03,3.580189999999999984e+00,3.924519999999999982e+03,3.580189999999999984e+00
3.000000000000000000e+00,3.881000000000000000e+03,3.866090000000000146e+03,3.758080000000000087e+00,3.866090000000000146e+03,3.758080000000000087e+00
4.000000000000000000e+00,3.932000000000000000e+03,3.917690000000000055e+03,3.586440000000000072e+00,3.917690000000000055e+03,3.586440000000000072e+00
5.000000000000000000e+00,3.860000000000000000e+03,3.845829999999999927e+03,3.874429999999999819e+00,3.845829999999999927e+03,3.874429999999999819e+00
6.000000000000000000e+00,3.929000000000000000e+03,3.914440000000000055e+03,3.499839999999999840e+00,3.914440000000000055e+03,3.499839999999999840e+00
7.000000000000000000e+00,3.803000000000000000e+03,3.788610000000000127e+03,3.222069999999999990e+00,3.788610000000000127e+03,3.222069999999999990e+00
8.000000000000000000e+00,3.863000000000000000e+03,3.848630000000000109e+03,4.071720000000000006e+00,3.848630000000000109e+03,4.071720000000000006e+00
9.000000000000000000e+00,3.875000000000000000e+03,3.860539999999999964e+03,4.734189999999999898e+00,3.860539999999999964e+03,4.734189999999999898e+00
1.000000000000000000e+01,3.836000000000000000e+03,3.821579999999999927e+03,3.568039999999999878e+00,3.821579999999999927e+03,3.568039999999999878e+00
1.100000000000000000e+01,3.903000000000000000e+03,3.888960000000000036e+03,4.024969999999999715e+00,3.888960000000000036e+03,4.024969999999999715e+00
1.200000000000000000e+01,3.842000000000000000e+03,3.827050000000000182e+03,3.798919999999999852e+00,3.827050000000000182e+03,3.798919999999999852e+00
1.300000000000000000e+01,3.884000000000000000e+03,3.869280000000000200e+03,3.533619999999999983e+00,3.869280000000000200e+03,3.533619999999999983e+00
1.400000000000000000e+01,3.910000000000000000e+03,3.895489999999999782e+03,3.932500000000000107e+00,3.895489999999999782e+03,3.932500000000000107e+00
1.500000000000000000e+01,3.861000000000000000e+03,3.846719999999999800e+03,3.803450000000000220e+00,3.846719999999999800e+03,3.803450000000000220e+00
1.600000000000000000e+01,3.602000000000000000e+03,3.587610000000000127e+03,3.730560000000000098e+00,3.587610000000000127e+03,3.730560000000000098e+00
1.700000000000000000e+01,3.634000000000000000e+03,3.619579999999999927e+03,4.612630000000000230e+00,3.619579999999999927e+03,4.612630000000000230e+00
1.800000000000000000e+01,3.649000000000000000e+03,3.634980000000000018e+03,3.378420000000000201e+00,3.634980000000000018e+03,3.378420000000000201e+00
1.900000000000000000e+01,3.671000000000000000e+03,3.656530000000000200e+03,4.912270000000000358e+00,3.656530000000000200e+03,4.912270000000000358e+00
2.000000000000000000e+01,3.696000000000000000e+03,3.681150000000000091e+03,3.655289999999999928e+00,3.681150000000000091e+03,3.655289999999999928e+00
2.100000000000000000e+01,3.696000000000000000e+03,3.681840000000000146e+03,4.389429999999999943e+00,3.681840000000000146e+03,4.389429999999999943e+00
2.200000000000000000e+01,3.646000000000000000e+03,3.631090000000000146e+03,4.060389999999999944e+00,3.631090000000000146e+03,4.060389999999999944e+00
